lei,respondent_name,respondent_city,respondent_state,type_name,respondent_rssd
2549007WBD70RLDH1669,1ST PEOPLES COMMUNITY FCU,CUMBERLAND,MD,Credit Union,778587
5493004XJV6Y8XQYPX87,ABERDEEN PROVING GROUND FCU,Edgewood,MD,Credit Union,798875
254900LSUA7OOX54X398,HAR-CO CU,Bel Air,MD,Credit Union,737388
549300D2OYT7VTDY6Z20,ANDREWS FCU,Suitland,MD,Credit Union,574275
254900SEH2UUXVW21S97,CEDAR POINT FCU,Lexington Park,MD,Credit Union,850175
549300KPBZCTMM3Y0061,NASA FCU,Upper Marlboro,MD,Credit Union,910181
5493003PL2K1NXVSU388,NYMEO FCU,FREDERICK,MD,Credit Union,940580
54930080168VA6Z8UX21,TOWER,Laurel,MD,Credit Union,498586
549300XA6P3X1GTJEY80,SECURITYPLUS,Baltimore,MD,Credit Union,706076
5493007KLU19FK8PG279,NAT INSTITUTES OF HEALTH FCU,Rockville,MD,Credit Union,377672
549300AN5V81GRYDJ823,FEDCHOICE FCU,Lanham,MD,Credit Union,75473
254900FE6QJXGH3VIA90,ACT 1ST FCU,CUMBERALND,MD,Credit Union,994882
2549000BG2198NFS0K59,FREEDOM OF MARYLAND FCU,Bel Air,MD,Credit Union,253084
549300AY1W8F91VLTB05,STATE EMPLOYEES CU OF MARYLAND ORPORATED,LUTHERVILLE TIMONIUM,MD,Credit Union,218597
5493006R3KP9HJOA7613,PRE GEORGE'S COMMUNITY,Bowie,MD,Credit Union,479585
549300X7J20OLLSGTZ36,MUNICIPAL EMPLOYEES CU OF BALTIMORE ORPORATED,LUTHERVILLE TIMONIUM,MD,Credit Union,572794
254900APUOKMIQ9Z9027,JOHNS HOPKINS FCU,Baltimore,MD,Credit Union,662882
254900DYDZ158KQYBD95,MARRIOTT EMPLOYEES' FCU,Rockville,MD,Credit Union,326380
54930040I855W2FI0Y80,APL,Laurel,MD,Credit Union,18489
254900ZUMZZ6CZKH7X17,WEPCO FCU,Bloomington,MD,Credit Union,38580
5493001JAQD8VVV8SM40,DIRIGO FCU,Lewiston,ME,Credit Union,643582
549300HW4KR7SR5P7259,INFINITY FCU,Westbrook,ME,Credit Union,381295
549300U3NIUGN9OO4407,CUMBERLAND COUNTY,Falmouth,ME,Credit Union,50180
549300043MOZCJ4RK371,SEABOARD FCU,Bucksport,ME,Credit Union,274874
549300BKCQISE9PR4J88,TOWN & COUNTRY FCU,Scarborough,ME,Credit Union,233086
549300MN2NONI4E6X341,TRADEMARK,Augusta,ME,Credit Union,715078
549300HIQFQDTNNY6967,LISBON COMMUNITY,Lisbon,ME,Credit Union,950486
254900PZD34K8KYJD223,SACO VALLEY CU,Saco,ME,Credit Union,978770
549300KF8J8D4LYT7013,CENTRAL MAINE FCU,Lewiston,ME,Credit Union,583884
5493001LCNCF6Z3ZQ632,FIVE COUNTY,Bath,ME,Credit Union,637581
5493009JEKX81THMLH86,ATLANTIC REGIONAL FCU,Brunswick,ME,Credit Union,169578
549300E2QBYW1NW41140,MAINE FAMILY,Lewiston,ME,Credit Union,811372
549300E14W7X6ZY25478,BANGOR FCU,Bangor,ME,Credit Union,871684
5493009SFPZZ40DZTK92,PEOPLESCHOICE CU,Saco,ME,Credit Union,345783
254900VVCX7PR9KDCK83,CASCO,Gorham,ME,Credit Union,380186
549300LGD38SS4PVFC71,TRUCHOICE,South Portland,ME,Credit Union,699383
549300ZDIZM7Y1MHKG98,MAINE SVGS FCU,Hampden,ME,Credit Union,18788
549300ZY55MYW2FNSA48,MAINE HIGHLANDS FCU,Dexter,ME,Credit Union,559384
25490093XKEEYF9N9X26,COAST LINE CU,PORTLAND,ME,Credit Union,464796
254900IHSZUFLA4J1Q14,DOWN EAST CU,Baileyville,ME,Credit Union,474478
254900QH6Q6RHDLHEC77,UNIVERSITY CU,Brunswick,ME,Credit Union,306597
549300HNQDVXN8569N58,CPORT,Portland,ME,Credit Union,831099
549300AKQUNB6HFB7W73,SEBASTICOOK VALLEY FCU,PITTSFIELD,ME,Credit Union,365585
54930064FQE21RHEG647,EVERGREEN,Portland,ME,Credit Union,365987
549300W6K140RN8NQB93,DFCU FIN,Dearborn,MI,Credit Union,29980
549300YB1H2FRI6JPM51,LAKE MICHIGAN CU,Grand Rapids,MI,Credit Union,651596
549300YW2Z3JIKD72X32,ASTERA,Lansing,MI,Credit Union,139898
549300PV90PV65OLDL82,MICHIGAN ONE COMMUNITY CU,Ionia,MI,Credit Union,201393
549300DXF2FQC64H6G42,ZEAL CU,Livonia,MI,Credit Union,671996
5493007XQ4LU452LQJ67,COMMUNITY FIN CU,PLYMOUTH,MI,Credit Union,607388
254900CORCK9CDK8GZ80,FREESTAR FIN CU,Clinton Township,MI,Credit Union,161394
5493007EGI95MEVJ2178,MICHIGAN EDUCATIONAL,Plymouth,MI,Credit Union,267090
5493003KK3OFPYXHCI44,LAFCU,Lansing,MI,Credit Union,154378
25490029YJHFABABT680,UNITED BAY COMMUNITY CU,Bay City,MI,Credit Union,281890
549300S7TI0GLKSB4C78,T&I CU,Clawson,MI,Credit Union,724490
254900DP7U0NF7JQDX23,FINANCIALEDGE COMMUNITY CU,Bay City,MI,Credit Union,957298
549300EWYXV06QXJH078,DOW CHEMICAL EMPLOYEES',Midland,MI,Credit Union,496096
549300C6TQAJABMFOR79,MICHIGAN 1ST CU,Lathrup Village,MI,Credit Union,549992
5493001BHN5KL2O67M10,UNITED FIN CU,Saginaw,MI,Credit Union,959797
549300E5018DD89WPX79,ARBOR FIN CU,KALAMAZOO,MI,Credit Union,962096
254900ZS27YP5BQKD225,LAKE HURON CU,Saginaw,MI,Credit Union,958893
2549003QXUI2HKRWW551,AAC CU,Grand Rapids,MI,Credit Union,206491
5493001XRDEGNB7US825,VIBE CU,Novi,MI,Credit Union,1012998
5493005RSCVBUTB80M24,SECURITY CU,Holly,MI,Credit Union,280295
54930038EHCQQEFKUW36,SOVITA CU,Flint,MI,Credit Union,521194
254900GP2576VSW7TS47,ADVENTURE CU,Grand Rapids,MI,Credit Union,140791
549300UJJ1Q3YTRSGM27,GERBER FCU,Fremont,MI,Credit Union,760489
549300KGMIRA554NW480,TLC COMMUNITY CU,Adrian,MI,Credit Union,548799
254900PE3F2ADLAJRQ97,CHRISTIAN FIN CU,Sterling Heights,MI,Credit Union,902999
549300MBSNDZDNPHNF53,HEALTH ADVANTAGE FCU,SAGINAW,MI,Credit Union,311984
549300ZX2TCCVHMJN581,MEMBERFOCUS COMMUNITY,Dearborn,MI,Credit Union,944494
549300VFL91481SLWI91,CP FIN CU,Jackson,MI,Credit Union,263681
254900I6OUSD8YCJUJ63,COPOCO COMMUNITY CU,Bay City,MI,Credit Union,576194
254900MCB5QTUWUWQ396,PUBLIC SERVICE CU,Romulus,MI,Credit Union,431592
254900G3F37LO9XNZA95,BEST FIN CU,Muskegon,MI,Credit Union,742092
549300R0SQ8LYM3HBY12,COMMUNITY CHOICE CU,Farmington Hills,MI,Credit Union,1008991
5493009YUAJW70SG7L54,FIN PLUS CU,Flint,MI,Credit Union,420989
5493006CRT5VJ5L0N291,COMMUNITY 1ST,Lakeview,MI,Credit Union,530598
549300DC9F3UK18DOW48,RIVERTOWN COMMUNITY,Grandville,MI,Credit Union,705088
549300V3UW6HP83URS67,ADVIA,Parchment,MI,Credit Union,986177
254900DOBILWQF3MQ479,PREFERRED CU,Grand Rapids,MI,Credit Union,221793
2549008NRAZRGNG0TT58,PFCU,Portland,MI,Credit Union,607472
549300GKFM8W0GQXCQ93,MICHIGAN LEGACY CU,Pontiac,MI,Credit Union,795995
254900ZEFON2JE2HO751,WANIGAS CU,Saginaw,MI,Credit Union,112789
549300I6G5QEIEI78C93,CASE,Lansing,MI,Credit Union,785099
254900RQGXH1N2N6D695,LAKE TRUST CU,Brighton,MI,Credit Union,794091
254900LXHR6OP0TSZ915,CIRCLE FCU,Niles,MI,Credit Union,822387
549300GSYIBSO9N4PB10,CONSUMERS,Kalamazoo,MI,Credit Union,186098
549300YSHLM42Y6DYI34,RIVER VALLEY CU,Ada,MI,Credit Union,828893
5493004R1ELTGT9LUL33,MARSHALL COMMUNITY CU,Marshall,MI,Credit Union,892894
549300760C8FJ53D2J56,JOLT CU,Saginaw,MI,Credit Union,214982
549300F7LVIOO42D5630,THE LOCAL,Sterling Heights,MI,Credit Union,207292
254900V7ZAKK6Z6SQ303,POLISH-AMER FCU,Troy,MI,Credit Union,508887
5493008NQVB5ZOWYNU83,CU ONE,Ferndale,MI,Credit Union,443193
54930053SM8COVIPIY54,MICHIGAN STATE UNIVERSITY FCU,East Lansing,MI,Credit Union,601489
549300QGO7S838JDBC47,CORNERSTONE COMMUNITY FIN,Auburn Hills,MI,Credit Union,271088
549300MG52SOKOHXJM80,KALSEE CU,Kalamazoo,MI,Credit Union,121996
549300AQN2CY1MGE3J02,UNIVERSITY OF MICHIGAN CU,Ann Arbor,MI,Credit Union,57992
549300BYPXU2L51NW896,TEAM ONE CU,SAGINAW,MI,Credit Union,198390
254900TJCZAM25V2WZ38,WEST MICHIGAN CU,Grand Rapids,MI,Credit Union,226499
254900TKL128GKFR9C87,WILDFIRE CU,Saginaw,MI,Credit Union,547596
549300RDD5A10N9UOD34,1ST GENERAL,Norton Shores,MI,Credit Union,1006296
254900W66Q12I4MV8X83,OMNI COMMUNITY CU,Battle Creek,MI,Credit Union,554099
549300G12UU2EC2JM932,ALLIANCE CATHOLIC CU,Southfield,MI,Credit Union,995991
254900BQVRDMH5K9QS04,FRANKENMUTH CU,Frankenmuth,MI,Credit Union,100393
549300MPZCS4LF270327,MEMBERS 1ST CU,Midland,MI,Credit Union,795294
549300PKEQ3Q9S0IXW76,UNITED,Saint Joseph,MI,Credit Union,907882
2549006AC9Y4MDVXIL37,EXTRA,Warren,MI,Credit Union,479697
254900CDUILFTCPB7H89,KELLOGG COMMUNITY CU,Battle Creek,MI,Credit Union,667579
5493001I9VOT1BTB5V75,BLUEOX CU,Battle Creek,MI,Credit Union,764599
254900WQ6O9JA8WI5W89,DORT FIN CU,Grand Blanc,MI,Credit Union,218887
549300P1I25L8ILSI852,SUNRISE FAMILY CU,Bay City,MI,Credit Union,738198
549300WJVATE8FMFMR49,ADVANTAGE ONE CU,Brownstown Charter Township,MI,Credit Union,631682
254900R8P0FFNZJAW611,COMMUNITY WEST CU,Kentwood,MI,Credit Union,960690
549300VH184HHOFFT776,MEIJER CU,Grand Rapids,MI,Credit Union,663898
549300UNNQFHOGHIFO55,MONROE COUNTY COMMUNITY CU,Monroe,MI,Credit Union,38094
54930005S5CFTGC2VR75,BIRMINGHAM-BLOOMFIELD CU,Birmingham,MI,Credit Union,35495
549300WWLOUWIJ1Q0H29,MICHIGAN SCHOOLS AND GOVERNMENT,Clinton Township,MI,Credit Union,763695
549300ORTZ3CWXPNL693,ELGA CU,Burton,MI,Credit Union,697594
549300FOXU5P3TTELZ59,HARBORLIGHT,Whitehall,MI,Credit Union,794792
549300OLY1AZR185XE50,AEROQUIP CU,JACKSON,MI,Credit Union,49894
549300QIUZLVR1OLDH55,GENISYS,Auburn Hills,MI,Credit Union,1758821
549300DL0FLZ3XZV5J76,SHAREPOINT CU,Bloomington,MN,Credit Union,410298
2549006G3AQ9DK986571,ASSOCIATED HEALTHCARE CU,Saint Paul,MN,Credit Union,452896
254900NRU0TO5WZHHH62,SOUTH METRO FCU,Prior Lake,MN,Credit Union,2094151
254900TFUMB07CBEN720,ST PAUL FCU,St. Paul,MN,Credit Union,176491
549300CMT3RKMW1QLO34,BUILDING TRADES FCU,Maple Grove,MN,Credit Union,350590
549300KGWK2C69R8ZN27,NORTHWOODS,Cloquet,MN,Credit Union,762791
984500DB378C704F4610,CITY-COUNTY CU,SAINT PAUL,MN,Credit Union,632492
2549003VS9H74R09MO48,STAR CHOICE CU,Bloomington,MN,Credit Union,657794
549300QRWA4IGMDEDT70,IDEAL,Woodbury,MN,Credit Union,68297
549300HVW3AI97UKTO72,WINGS FIN,Apple Valley,MN,Credit Union,290490
254900CCCPJ8S6GUIT87,HARBOR POINTE CU,Duluth,MN,Credit Union,218092
254900M984EPKRAPEO90,MINNESOTA VALLEY FCU,Mankato,MN,Credit Union,350488
549300GMYQSCNQRCBL04,HIWAY,Saint Paul,MN,Credit Union,940197
549300ODTHTLPTSBD612,NOVATION CU,Oakdale,MN,Credit Union,580696
549300LUSWY3HVRZHF54,CENTRAL MINNESOTA CU,Melrose,MN,Credit Union,737696
549300GS2JP8CQK0MD31,MEMBERS COOPERATIVE,Duluth,MN,Credit Union,505792
549300Z9PK8PPMKST414,GREAT RIVER FCU,Saint Cloud,MN,Credit Union,32896
549300VJNXT4X0NJO497,FIREFLY,Burnsville,MN,Credit Union,299091
549300Z1TH1HE4A6TS23,TOPLINE FCU,Maple Grove,MN,Credit Union,465999
549300QDGMFASKEN7Z77,SPIRE CU,Falcon Heights,MN,Credit Union,626099
549300VPYRW4D9VH0G53,SOUTHPOINT FIN,Sleepy Eye,MN,Credit Union,562496
254900PUAN5SKAJB2J42,HEARTLAND CU,Inver Grove Hts,MN,Credit Union,382498
2549005NO86X9J3D1U18,ANOKA HENNEPIN CU,Coon Rapids,MN,Credit Union,296492
549300LG07PXWSIMC813,TRUSTONE FIN FCU,Plymouth,MN,Credit Union,427399
549300NL3JN3ABDPH257,AFFINITY PLUS,St. Paul,MN,Credit Union,131490
254900ERAT50PIMMZH17,1ST ALLIANCE CU,Rochester,MN,Credit Union,828099
549300X83ACLZT2UNN87,MINNCO CU,Cambridge,MN,Credit Union,877097
549300BFT56DKVQ9BL15,CENTRICITY CU,Hermantown,MN,Credit Union,162775
5493007OXXFLNNHTW637,ASSEMBLIES OF GOD CU,Springfield,MO,Credit Union,702694
549300HC0CLTNVGA0H76,RIVER REGION CU,Jefferson City,MO,Credit Union,581590
549300YDBNK66R6ZES34,TOGETHER CU,Saint Louis,MO,Credit Union,747097
549300IGNOIAXDMNRD90,CENTRAL MISSOURI COMMUNITY CU,Warrensburg,MO,Credit Union,151199
549300D5WZYDJFZQJ463,UNITED CONSUMERS CU,Independence,MO,Credit Union,286073
549300Y4GAAGXS20SL80,MISSOURI ELECTRIC COOPERATIVES EMPL,Jefferson City,MO,Credit Union,281498
25490039MDCTJ7ZJ8204,CENTURY CU,Saint Louis,MO,Credit Union,449092
549300PHPKOL5FJ7D438,BLUCURRENT,SPRINGFIELD,MO,Credit Union,696391
549300T67186NPGCHI50,1ST COMMUNITY,Chesterfield,MO,Credit Union,674997
549300OSS620JYU5KR81,ARSENAL CU,Arnold,MO,Credit Union,4893
5493000LMWUP8XI9UY21,UNITED CU,Mexico,MO,Credit Union,778194
549300Q3FASY9ZW0JS02,GREATER KC PUBLIC SAFETY CU,Kansas City,MO,Credit Union,682291
549300I67S0IYUQWFJ07,NEIGHBORS,Saint Louis,MO,Credit Union,831491
549300E06ZGS1I3URI95,VANTAGE CU,Bridgeton,MO,Credit Union,442691
549300CCELEPUO4TOE73,WEST COMMUNITY,O Fallon,MO,Credit Union,680194
549300S7NSQ9I9GYHD48,ELECTRO SVGS CU,Saint Louis,MO,Credit Union,784195
254900RWHE2VKSDDXT72,R-G FCU,Belton,MO,Credit Union,255882
549300MQ4IB3OO2XR831,MISSOURI CU,Columbia,MO,Credit Union,292485
549300TN0HZ349E7ZH34,ALLIANCE CU,Fenton,MO,Credit Union,900892
254900R21YNPTNWW1L44,GULF COAST COMMUNITY FCU,Gulfport,MS,Credit Union,25571
549300167EZ5P8B06R34,SUNBELT FCU,Hattiesburg,MS,Credit Union,303381
549300NAZLKUFCJIO704,RIVERTRUST FCU,Pearl,MS,Credit Union,117270
5493008Q3XBC7O0Q4X02,HOPE FCU,Jackson,MS,Credit Union,2342816
549300A7PPGN7EQJ6578,MUTUAL,Vicksburg,MS,Credit Union,960298
5493006OZEG7DK77IP05,NAVIGATOR CU,Pascagoula,MS,Credit Union,751692
549300CD29U5MGKVD387,STATEWIDE FCU,Flowood,MS,Credit Union,849889
549300M03EN3OQEDU087,KEESLER,Biloxi,MS,Credit Union,621571
549300E57105E8PDY082,VALLEY FIN CU,Billings,MT,Credit Union,868590
54930043A47GB1KNJQ31,ALTANA FCU,Billings,MT,Credit Union,782986
549300W2W119ZBFOWS21,CLEARWATER FCU,Missoula,MT,Credit Union,655884
549300V0B2PZ5XF4SB58,BILLINGS,Billings,MT,Credit Union,205878
549300QXTT2NBSRNYO73,EMBARK,Great Falls,MT,Credit Union,826675
549300WP41C3FFSKY830,MONTANA FCU,Great Falls,MT,Credit Union,341477
549300QFE7UAEZ8Q4U55,PARK SIDE FIN,Whitefish,MT,Credit Union,835284
549300MRP46SVQMWOE81,COASTAL FCU,Raleigh,NC,Credit Union,398583
549300GOPH3KDGIKIU33,LATINO COMMUNITY CU,Durham,NC,Credit Union,2915845
2549006CSAAG67CX8Z55,SUMMIT CU,Greensboro,NC,Credit Union,101194
549300SENIFFLVGUHE44,1ST FLIGHT FCU,Cary,NC,Credit Union,570286
549300TQWW6MLVH6KY61,ALLEGACY FCU,Winston-Salem,NC,Credit Union,228596
549300UHEEV73TKCZY62,SELF-HELP FCU,Durham,NC,Credit Union,3805055
5493007ATUOSGE6PR745,WEYCO COMMUNITY CU,Plymouth,NC,Credit Union,161899
549300SJTLYB6ZWKPR88,LOCAL GOVERNMENT FCU,Raleigh,NC,Credit Union,815398
549300838ZAWQIH9V751,RTP FCU,Research Triangle Park,NC,Credit Union,744788
25490080ZZ98MNHU5R63,CHAMPION CU,Canton,NC,Credit Union,436690
549300OP5DX4ZL2E2S84,MARINE FCU,Jacksonville,NC,Credit Union,708687
549300VXXDSMSH313G18,TRULIANT FCU,WINSTON SALEM,NC,Credit Union,446185
549300W7E6C5534TB922,WELCOME FCU,Morrisville,NC,Credit Union,878795
549300WMQ4WI6QXK7803,CHARLOTTE METRO FCU,Charlotte,NC,Credit Union,560090
549300C04W4R4VGWRT26,DUKE UNIVERSITY FCU,Durham,NC,Credit Union,959283
549300MAIHYOT48UVH49,CAROLINAS TELCO FCU,Charlotte,NC,Credit Union,1016987
549300YMPH2H8CM5WS98,VISION FIN,Durham,NC,Credit Union,972983
549300W2VOHO3742H053,SELF-HELP CU,Durham,NC,Credit Union,896191
254900R0GC9CW77VXE28,TELCO COMMUNITY CU,Asheville,NC,Credit Union,36698
5493002BRQ8SVQPCV108,PIEDMONT ADVANTAGE CU,Winston-Salem,NC,Credit Union,298599
5493000JZXUB8NOEMF64,TOWN AND COUNTRY CU,Minot,ND,Credit Union,235491
213800THW6KSUL191M34,1ST COMMUNITY CU,JAMESTOWN,ND,Credit Union,369396
549300TSZB60GNONKL22,RAILWAY CU,Mandan,ND,Credit Union,237196
549300OPWL6MYY9SXF04,WESTERN COOPERATIVE CU,Williston,ND,Credit Union,965396
549300VF12R0WS33KN43,CAPITAL CU,Bismarck,ND,Credit Union,137399
254900KXZAKB1OOSHH21,UNITED SVGS CU,Fargo,ND,Credit Union,705592
549300AIF4FYYXDE3021,VUE COMMUNITY CU,Bismarck,ND,Credit Union,217095
549300BJ4VS64HEPMV23,MUTUAL 1ST,Omaha,NE,Credit Union,798491
254900NSJ1ASOONUCL94,LPS EMPLOYEES FCU,Lincoln,NE,Credit Union,692777
549300XUFWU3F35PWM42,COBALT CU,Papillion,NE,Credit Union,547372
549300TTNSX94TR06G13,CENTRIS FCU,Omaha,NE,Credit Union,953375
54930015EUQKUCIRBQ14,METRO CU,Omaha,NE,Credit Union,461580
549300XZEU2LB7FLWW04,FOUR POINTS,Omaha,NE,Credit Union,1018918
549300E45E0GS21KWF28,1ST NEBRASKA CU,Omaha,NE,Credit Union,624590
549300FX2QBKG7ZTBX37,SIOUXLAND FCU,South Sioux City,NE,Credit Union,742690
549300IPZIRQSNKHX741,LIBERTY 1ST,Lincoln,NE,Credit Union,812294
549300VHITS0GXJRXV39,KELLOGG MIDWEST FCU,Omaha,NE,Credit Union,581871
54930092UGT1EDCMDP54,OMAHA POLICE FCU,Omaha,NE,Credit Union,318581
549300LNFFMJM1GR5C72,CREIGHTON FCU,Omaha,NE,Credit Union,220684
549300MUCZWG8XJCW607,TRIANGLE CU,Nashua,NH,Credit Union,940179
254900P7WLDQD9IUL038,SERVICE FCU,Portsmouth,NH,Credit Union,839581
549300KUBRH1GICTLI84,NEW HAMPSHIRE,Concord,NH,Credit Union,14070
549300YKOCNDPE0N7X40,ST MARY'S BANK,Manchester,NH,Credit Union,832694
5493000JBDASEOSXCI67,HOLY ROSARY REGIONAL CU,Rochester,NH,Credit Union,522696
254900O6ESF124P8HR04,GRANITE STATE CU,Manchester,NH,Credit Union,124193
54930070JV4STJJ0XS74,NORTHEAST CU,Portsmouth,NH,Credit Union,240879
549300XKIMAP8O4OS123,BELLWETHER COMMUNITY,Manchester,NH,Credit Union,439299
254900BLW96EF9AADU93,MEMBERS 1ST CU NH,Manchester,NH,Credit Union,592596
549300VFH2IXM3I18P78,NORTH JERSEY FCU,Totowa,NJ,Credit Union,624974
5493001VQLW8QLFMIH76,DEEPWATER INDUSTRIES,Pennsville,NJ,Credit Union,114671
2549000UEC0BWG8F1402,1ST FIN FCU,Freehold,NJ,Credit Union,1006175
549300YT0UWWTTEL6Q88,ASPIRE FCU,Clark,NJ,Credit Union,824877
549300YYDSCELMBQD390,PINNACLE,Edison,NJ,Credit Union,228185
549300V4GRCFGZBVVZ73,GREATER ALLIANCE,Paramus,NJ,Credit Union,101475
549300YYJWBT2GH5DS80,PICATINNY FCU,Dover,NJ,Credit Union,631075
549300NP3DNB1K9Z8513,CU OF NEW JERSEY,Ewing,NJ,Credit Union,770095
984500AE53C2CD1BA542,CAMPBELL EMPLOYEES FCU,Cherry Hill,NJ,Credit Union,169970
549300I7SKMG274G2Y20,GARDEN SVGS FCU,Parsippany-Troy Hills,NJ,Credit Union,199481
254900P44XJB3CPZ4V05,THE ATLANTIC FCU,Kenilworth,NJ,Credit Union,179474
549300TR6SGFPJQYJS20,UNITED TELETECH FIN,TINTON FALLS,NJ,Credit Union,722281
549300C1SBZVJTL6WB07,RUTGERS,New Brunswick,NJ,Credit Union,123084
549300HOPKX8O1S8MJ63,RIEGEL,Milford,NJ,Credit Union,385882
549300SI3EZ7U02L5E39,PROPONENT FCU,Nutley,NJ,Credit Union,911889
549300CGVVMPTCK0QG77,ABCO FCU,Willingboro,NJ,Credit Union,151881
549300WVV5REOCSC4A63,ADVANCED FIN FCU,New Providence,NJ,Credit Union,359780
549300GMXZWXNOS1US34,1ST ATLANTIC FCU,EATONTOWN,NJ,Credit Union,3074
5493004UNRG4PWDF2K60,AFFINITY,Basking Ridge,NJ,Credit Union,755878
549300US45HOXL30J494,FIN RESOURCES FCU,Bridgewater,NJ,Credit Union,870481
5493006VI8ZWLFWG2K57,JERSEY SHORE FCU,Northfield,NJ,Credit Union,397782
5493002P6EVQ94HFYF14,SOUTH JERSEY,Deptford,NJ,Credit Union,441274
549300CIQ950OK0BS407,SANDIA LABORATORY,Albuquerque,NM,Credit Union,955771
549300L3IHIP0RH6IY76,SANDIA AREA,Albuquerque,NM,Credit Union,534783
549300N53R53ZHSNZ234,WHITE SANDS FCU,Las Cruces,NM,Credit Union,453781
2549008NZFLT1BQ8EN23,KIRTLAND FCU,Albuquerque,NM,Credit Union,298188
549300RHV043Z3X1NK23,ANIMAS,Farmington,NM,Credit Union,1012390
5493007B1GAUZGYHPR07,NUSENDA,Albuquerque,NM,Credit Union,763976
2549008US5LUWX2ZH247,DEL NORTE CU,Santa Fe,NM,Credit Union,857398
549300NVA07UVMZS8E14,RIO GRANDE,Albuquerque,NM,Credit Union,475493
549300248R1MFWPWXA09,STATE EMPLOYEES,Santa Fe,NM,Credit Union,301293
984500A4CD08CED38D66,GUADALUPE CU,Santa Fe,NM,Credit Union,736194
5493002ABBXAWQFIKV03,1ST FIN CU,Albuquerque,NM,Credit Union,1014974
549300QHJQ0R19ER0566,WESTSTAR CU,LAS VEGAS,NV,Credit Union,984388
549300PMVNBERP6TB157,ONE NEVADA CU,Las Vegas,NV,Credit Union,863988
549300WSQPVY1NRH6062,SILVER STATE SCHOOLS SERVICE CO,LAS VEGAS,NV,Credit Union,408286
2549009M5QY5LPV18B47,GREAT BASIN FCU,Reno,NV,Credit Union,455589
549300MNGQM5SPNHQM24,ST JOSEPH'S PARISH BUFFALO FCU,Buffalo,NY,Credit Union,570473
549300NPANOIK7XYK714,N C P D FCU,Plainview,NY,Credit Union,308573
549300D6JK30QTSRHB52,OSWEGO COUNTY,Oswego,NY,Credit Union,741385
549300K74HMS2QKZU479,COUNTRYSIDE FCU,East Syracuse,NY,Credit Union,671473
549300CJDUFKEK0WMB04,UKRAINIAN NAT FCU,New York,NY,Credit Union,414081
549300R8VPSFM828B312,TEACHERS,Hauppauge,NY,Credit Union,491783
549300ZLXTW0F4QMYG11,BUFFALO METROPOLITAN FCU,Buffalo,NY,Credit Union,296670
549300KTR1JGH3K6LU06,BETHPAGE FCU,Bethpage,NY,Credit Union,136374
549300A23PXRZCMYM504,TCT,Ballston Spa,NY,Credit Union,58887
549300YKTME1U7Z0UN20,EMPOWER FCU,Syracuse,NY,Credit Union,793076
254900HXPUN0BQEZ4350,ALTERNATIVES FCU,Ithaca,NY,Credit Union,865384
254900LNRKOG7TRURB32,UKRAINIAN FCU,Rochester,NY,Credit Union,331889
254900L3N47KFV5KSJ32,FIN TRUST,Orchard Park,NY,Credit Union,575786
5493008UZWYHK74O4341,GPO FCU,New Hartford,NY,Credit Union,83085
254900RKU25JCJEP4R59,SECNY FCU,Syracuse,NY,Credit Union,552880
54930085BPQMVH9JFX69,HUDSON VALLEY CU,Poughkeepsie,NY,Credit Union,483180
549300U3EW900YTMU158,ST PIUS X CHURCH FCU,Rochester,NY,Credit Union,680886
254900S1MZBA1L5LZF88,LUFTHANSA EMP,East Meadow,NY,Credit Union,65586
549300LCMQJZBJE7EL26,GHS FCU,Binghamton,NY,Credit Union,430577
254900MWCJLSHMSYCL19,TEG FCU,Poughkeepsie,NY,Credit Union,193180
549300NWYTCEH9RSSW54,SUFFOLK,Medford,NY,Credit Union,847586
549300HCNXMTNGIMAR91,UNITED NATIONS FCU,New York,NY,Credit Union,752475
549300R0CN5YKL3VTP86,PEOPLE'S ALLIANCE FCU,Hauppauge,NY,Credit Union,382078
549300T1F1BRPWSZT586,GENESEE VALLEY,Geneseo,NY,Credit Union,198185
549300P3STF5YYEJYO93,PITTSFORD FCU,Pittsford,NY,Credit Union,996381
5493006MFBT1AI7V3W25,SERVU FCU,Painted Post,NY,Credit Union,871282
549300ZSFNMHET4KE860,THE SUMMIT FCU,ROCHESTER,NY,Credit Union,656872
254900LTYFDA8IOP9O78,CORNERSTONE COMMUNITY FCU,Lockport,NY,Credit Union,1004180
5493008RNHC5I1E3IZ56,STATE EMPLOYEES FCU,Albany,NY,Credit Union,954970
254900EKE4KU163TA318,AMER BROADCAST EMPLOYEES FCU,Rockville Centre,NY,Credit Union,578880
5493006Z1T521ODWBA53,NORTHERN CU,Watertown,NY,Credit Union,194981
54930017CJWOENP0BZ82,SUNMARK FCU,Albany,NY,Credit Union,278377
254900VFRQR5ZLXRQ298,OCEAN FIN FCU,Oceanside,NY,Credit Union,714183
5493007G2SOD8W9RK547,1ST NEW YORK,Albany,NY,Credit Union,743174
549300GCNN38YBSHN374,FINGER LAKES,Geneva,NY,Credit Union,670681
549300RJ5S2V4F8C4H36,SUMA YONKERS FCU,Yonkers,NY,Credit Union,784887
549300RUF3KS47ETXV22,CAPITAL COMMUNICATIONS FCU,Albany,NY,Credit Union,324283
549300Z1CDO1XR2ZMQ19,HUDSON RIVER COMMUNITY,Corinth,NY,Credit Union,45382
549300H0B8QZSS10X971,1ST HERITAGE FCU,Painted Post,NY,Credit Union,949284
